genome,completeness,contamination,strain_heterogeneity,length,N50
Aluwihare_DNA8_bin.302.fa,92.49,3.54,0.0,1674467,11153
Aluwihare_DNA8_bin.303.fa,36.38,2.76,75.0,599137,3303
Aluwihare_DNA8_bin.304.fa,2.11,0.58,12.5,444183,11359
Aluwihare_DNA8_bin.306.fa,60.21,1.28,0.0,1344330,3670
Aluwihare_DNA8_bin.309.fa,57.14,1.75,0.0,1147868,2544
Aluwihare_DNA8_bin.310.fa,23.35,0.0,0.0,571211,2368
Aluwihare_DNA8_bin.312.fa,18.1,0.0,0.0,287621,2740
Aluwihare_DNA8_bin.314.fa,96.36,2.84,0.0,3904243,15287
Aluwihare_DNA8_bin.315.fa,75.82,4.62,48.0,3749432,14745
Aluwihare_DNA8_bin.316.fa,97.8,2.3,33.33,2571041,122623
Aluwihare_DNA8_bin.317.fa,39.11,0.0,0.0,709907,2791
Aluwihare_DNA8_bin.318.fa,57.1,0.93,0.0,502251,5613
Aluwihare_DNA8_bin.319.fa,7.84,1.72,0.0,1209733,3634
Aluwihare_DNA8_bin.32.fa,81.05,2.09,57.14,1188276,10001
Aluwihare_DNA8_bin.320.fa,76.9,0.38,0.0,2564561,20848
Aluwihare_DNA8_bin.321.fa,60.8,0.0,0.0,825366,23074
Aluwihare_DNA8_bin.323.fa,91.69,1.28,0.0,2096335,27442
Aluwihare_DNA8_bin.325.fa,66.96,2.37,60.0,1005822,4701
Aluwihare_DNA8_bin.327.fa,67.46,0.85,0.0,1363457,6385
Aluwihare_DNA8_bin.328.fa,3.04,0.5,0.0,428822,6835
Aluwihare_DNA8_bin.331.fa,45.09,3.45,33.33,1251009,3216
Aluwihare_DNA8_bin.333.fa,75.16,4.14,7.69,4116763,3766
Aluwihare_DNA8_bin.335.fa,0.0,0.0,0.0,337319,8462
Aluwihare_DNA8_bin.336.fa,2.11,0.43,0.0,220288,11158
Aluwihare_DNA8_bin.338.fa,48.23,1.72,0.0,2103231,3112
Aluwihare_DNA8_bin.34.fa,66.08,1.26,50.0,1422093,3887
Aluwihare_DNA8_bin.340.fa,27.66,0.0,0.0,316440,3365
Aluwihare_DNA8_bin.341.fa,45.35,0.38,50.0,2030064,26070
Aluwihare_DNA8_bin.342.fa,16.46,0.0,0.0,824253,2432
Aluwihare_DNA8_bin.343.fa,37.66,0.47,0.0,1714980,2271
Aluwihare_DNA8_bin.344.fa,63.06,0.0,0.0,564967,16517
Aluwihare_DNA8_bin.346.fa,10.11,0.0,0.0,1589359,2467
Aluwihare_DNA8_bin.349.fa,17.24,0.0,0.0,614168,3592
Aluwihare_DNA8_bin.35.fa,87.6,5.13,0.0,2058235,5677
Aluwihare_DNA8_bin.350.fa,0.0,0.0,0.0,289897,7948
Aluwihare_DNA8_bin.352.fa,65.16,1.24,80.0,2311130,4398
Aluwihare_DNA8_bin.354.fa,77.54,2.76,33.33,1316622,3701
Aluwihare_DNA8_bin.355.fa,11.4,0.0,0.0,407260,2530
Aluwihare_DNA8_bin.356.fa,68.05,3.15,43.75,2207996,3426
Aluwihare_DNA8_bin.358.fa,2.43,0.43,0.0,262067,3472
Aluwihare_DNA8_bin.359.fa,63.76,3.85,50.0,1899687,2946
Aluwihare_DNA8_bin.36.fa,33.62,0.86,0.0,236918,12658
Aluwihare_DNA8_bin.360.fa,45.34,2.56,33.33,878942,2394
Aluwihare_DNA8_bin.361.fa,0.0,0.0,0.0,336176,69789
Aluwihare_DNA8_bin.365.fa,0.46,0.46,100.0,269460,134810
Aluwihare_DNA8_bin.367.fa,91.51,0.0,0.0,1159018,17087
Aluwihare_DNA8_bin.368.fa,0.0,0.0,0.0,263245,30759
Aluwihare_DNA8_bin.37.fa,40.13,1.72,0.0,785747,2856
Aluwihare_DNA8_bin.371.fa,88.68,1.38,0.0,2117647,26688
Aluwihare_DNA8_bin.373.fa,2.08,1.04,100.0,219488,6148
Aluwihare_DNA8_bin.375.fa,10.82,0.0,0.0,389989,2113
Aluwihare_DNA8_bin.376.fa,52.71,4.84,6.67,1790503,4838
Aluwihare_DNA8_bin.377.fa,4.17,0.0,0.0,201400,1789
Aluwihare_DNA8_bin.378.fa,32.04,4.5,73.68,1008163,2271
Aluwihare_DNA8_bin.380.fa,48.06,1.72,0.0,1403381,4294
Aluwihare_DNA8_bin.381.fa,15.52,0.0,0.0,320711,1949
Aluwihare_DNA8_bin.382.fa,55.08,3.83,85.71,1453677,3755
Aluwihare_DNA8_bin.383.fa,31.9,0.0,0.0,448499,6284
Aluwihare_DNA8_bin.384.fa,45.0,8.62,80.0,777441,2770
Aluwihare_DNA8_bin.386.fa,10.44,0.0,0.0,434539,1992
Aluwihare_DNA8_bin.389.fa,0.0,0.0,0.0,313268,29390
Aluwihare_DNA8_bin.39.fa,0.0,0.0,0.0,207022,21652
Aluwihare_DNA8_bin.390.fa,3.51,0.43,0.0,218361,70370
Aluwihare_DNA8_bin.392.fa,26.9,0.0,0.0,264450,2288
Aluwihare_DNA8_bin.394.fa,41.22,0.0,0.0,250465,37084
Aluwihare_DNA8_bin.395.fa,72.91,1.57,40.0,1378731,9945
Aluwihare_DNA8_bin.396.fa,80.65,1.89,33.33,1969447,14058
Aluwihare_DNA8_bin.397.fa,4.17,0.0,0.0,218104,129213
Aluwihare_DNA8_bin.398.fa,4.17,0.0,0.0,346327,9361
Aluwihare_DNA8_bin.399.fa,35.34,0.0,0.0,1200487,7439
Aluwihare_DNA8_bin.4.fa,3.99,0.0,0.0,236987,3049
Aluwihare_DNA8_bin.40.fa,36.52,3.45,100.0,748665,2540
Aluwihare_DNA8_bin.400.fa,95.16,0.0,0.0,5446016,15213
Aluwihare_DNA8_bin.401.fa,88.19,4.93,52.63,1552886,6120
Aluwihare_DNA8_bin.402.fa,86.88,0.0,0.0,1239589,33256
Aluwihare_DNA8_bin.403.fa,57.01,2.78,100.0,574527,21014
Aluwihare_DNA8_bin.404.fa,0.0,0.0,0.0,323359,323359
Aluwihare_DNA8_bin.406.fa,83.26,0.79,50.0,1208265,7171
Aluwihare_DNA8_bin.409.fa,3.83,0.0,0.0,319260,5699
Aluwihare_DNA8_bin.41.fa,28.13,1.18,0.0,1879426,2208
Aluwihare_DNA8_bin.410.fa,10.34,0.0,0.0,513883,1976
Aluwihare_DNA8_bin.412.fa,14.66,0.0,0.0,210732,2411
Aluwihare_DNA8_bin.414.fa,83.5,2.14,33.33,2049804,10843
Aluwihare_DNA8_bin.415.fa,3.54,0.44,0.0,205638,52600
Aluwihare_DNA8_bin.416.fa,12.5,4.17,0.0,217698,31844
Aluwihare_DNA8_bin.417.fa,11.79,0.0,0.0,447497,1976
Aluwihare_DNA8_bin.418.fa,0.0,0.0,0.0,216527,6607
Aluwihare_DNA8_bin.419.fa,91.1,0.57,0.0,2577901,10241
Aluwihare_DNA8_bin.420.fa,74.8,4.76,0.0,3299426,7265
Aluwihare_DNA8_bin.421.fa,57.21,7.26,0.0,2200788,3492
Aluwihare_DNA8_bin.422.fa,24.14,0.0,0.0,653366,2900
Aluwihare_DNA8_bin.423.fa,65.03,5.74,21.74,1342258,4355
Aluwihare_DNA8_bin.425.fa,62.14,9.81,6.9,1877597,2550
Aluwihare_DNA8_bin.427.fa,62.66,2.58,0.0,1537781,3591
Aluwihare_DNA8_bin.428.fa,38.62,0.0,0.0,2311001,3268
Aluwihare_DNA8_bin.431.fa,0.0,0.0,0.0,220083,4922
Aluwihare_DNA8_bin.433.fa,37.11,0.0,0.0,960948,2559
Aluwihare_DNA8_bin.434.fa,85.58,3.53,11.11,1794415,6292
Aluwihare_DNA8_bin.435.fa,98.95,2.49,0.0,2944539,25979
Aluwihare_DNA8_bin.437.fa,8.62,0.0,0.0,225317,7703
Aluwihare_DNA8_bin.439.fa,36.99,6.9,0.0,916899,1780
Aluwihare_DNA8_bin.440.fa,12.07,0.0,0.0,453684,2553
Aluwihare_DNA8_bin.441.fa,64.35,0.0,0.0,770397,102119
Aluwihare_DNA8_bin.442.fa,4.91,0.5,0.0,454470,29381
Aluwihare_DNA8_bin.443.fa,84.38,0.0,0.0,3972663,63608
Aluwihare_DNA8_bin.444.fa,76.59,0.53,0.0,1034258,44003
Aluwihare_DNA8_bin.446.fa,94.21,4.6,66.67,2099863,12360
Aluwihare_DNA8_bin.449.fa,88.54,3.28,30.0,2455670,10593
Aluwihare_DNA8_bin.45.fa,3.45,0.36,0.0,263293,4001
Aluwihare_DNA8_bin.450.fa,87.43,7.15,6.67,2879666,7614
Aluwihare_DNA8_bin.452.fa,0.75,0.0,0.0,276408,8006
Aluwihare_DNA8_bin.454.fa,60.57,4.91,14.29,2436857,4119
Aluwihare_DNA8_bin.455.fa,31.03,0.0,0.0,836806,5998
Aluwihare_DNA8_bin.456.fa,0.0,0.0,0.0,215536,4348
Aluwihare_DNA8_bin.457.fa,3.37,0.0,0.0,457687,5008
Aluwihare_DNA8_bin.458.fa,41.43,0.0,0.0,1116130,2826
Aluwihare_DNA8_bin.459.fa,56.96,3.36,20.0,2213605,2956
Aluwihare_DNA8_bin.461.fa,4.3,0.81,0.0,555614,2806
Aluwihare_DNA8_bin.462.fa,27.89,1.86,0.0,1507789,1654
Aluwihare_DNA8_bin.463.fa,21.55,0.0,0.0,412092,2462
Aluwihare_DNA8_bin.467.fa,70.79,0.0,0.0,978430,579199
Aluwihare_DNA8_bin.468.fa,0.0,0.0,0.0,265657,143867
Aluwihare_DNA8_bin.47.fa,73.74,6.79,75.0,1122987,11528
Aluwihare_DNA8_bin.471.fa,98.29,1.67,28.57,4921797,41431
Aluwihare_DNA8_bin.473.fa,0.47,0.0,0.0,203641,73572
Aluwihare_DNA8_bin.474.fa,2.97,0.0,0.0,340872,67491
Aluwihare_DNA8_bin.475.fa,8.33,0.0,0.0,592524,46590
Aluwihare_DNA8_bin.477.fa,57.15,0.0,0.0,716542,49646
Aluwihare_DNA8_bin.478.fa,93.89,3.76,35.71,2365799,19028
Aluwihare_DNA8_bin.479.fa,88.58,0.47,50.0,1527134,12400
Aluwihare_DNA8_bin.48.fa,0.0,0.0,0.0,284442,21574
Aluwihare_DNA8_bin.480.fa,86.57,0.0,0.0,1092503,36513
Aluwihare_DNA8_bin.481.fa,83.71,1.28,0.0,2073024,18864
Aluwihare_DNA8_bin.482.fa,0.0,0.0,0.0,252745,7520
Aluwihare_DNA8_bin.483.fa,92.84,3.02,25.0,2240283,18968
Aluwihare_DNA8_bin.486.fa,65.95,2.03,54.55,1189249,21460
Aluwihare_DNA8_bin.489.fa,0.0,0.0,0.0,241576,11658
Aluwihare_DNA8_bin.490.fa,86.08,1.37,25.0,1627002,22996
Aluwihare_DNA8_bin.492.fa,92.49,5.11,14.29,5470618,12047
Aluwihare_DNA8_bin.494.fa,76.18,5.09,45.45,2699136,11979
Aluwihare_DNA8_bin.495.fa,8.33,0.0,0.0,1357963,6535
Aluwihare_DNA8_bin.496.fa,73.3,0.53,0.0,1123001,6904
Aluwihare_DNA8_bin.497.fa,53.45,0.0,0.0,1402095,12363
Aluwihare_DNA8_bin.498.fa,73.2,2.38,28.57,2474870,7797
Aluwihare_DNA8_bin.499.fa,87.84,9.15,12.0,3105981,8184
Aluwihare_DNA8_bin.5.fa,38.48,1.88,0.0,439518,4599
Aluwihare_DNA8_bin.500.fa,92.17,3.42,0.0,2726698,6978
Aluwihare_DNA8_bin.502.fa,72.45,0.43,0.0,2458866,5426
Aluwihare_DNA8_bin.504.fa,0.0,0.0,0.0,281287,14329
Aluwihare_DNA8_bin.506.fa,61.57,1.33,66.67,462213,8305
Aluwihare_DNA8_bin.507.fa,57.45,0.0,0.0,2160314,3593
Aluwihare_DNA8_bin.51.fa,63.2,3.7,20.0,1277955,3037
Aluwihare_DNA8_bin.510.fa,12.09,0.0,0.0,605286,4710
Aluwihare_DNA8_bin.511.fa,52.53,1.22,16.67,1280012,3026
Aluwihare_DNA8_bin.512.fa,55.85,1.54,50.0,2947017,3647
Aluwihare_DNA8_bin.514.fa,29.21,0.0,0.0,334663,7172
Aluwihare_DNA8_bin.516.fa,19.83,1.72,100.0,911400,2671
Aluwihare_DNA8_bin.519.fa,0.0,0.0,0.0,923635,2959
Aluwihare_DNA8_bin.53.fa,81.48,1.07,66.67,1678971,13815
Aluwihare_DNA8_bin.55.fa,51.21,0.91,0.0,1296456,145733
Aluwihare_DNA8_bin.56.fa,94.02,3.09,40.0,1906652,37518
Aluwihare_DNA8_bin.57.fa,93.82,2.38,44.44,3293428,22860
Aluwihare_DNA8_bin.6.fa,52.62,1.42,60.0,1495241,2697
Aluwihare_DNA8_bin.60.fa,19.31,0.0,0.0,661440,2212
Aluwihare_DNA8_bin.62.fa,9.08,0.0,0.0,360380,2139
Aluwihare_DNA8_bin.64.fa,46.47,2.78,20.0,2546220,2343
Aluwihare_DNA8_bin.69.fa,67.97,3.7,0.0,1402593,3453
Aluwihare_DNA8_bin.7.fa,82.87,1.89,14.29,1712781,5180
Aluwihare_DNA8_bin.70.fa,92.63,3.57,23.53,4250981,8037
Aluwihare_DNA8_bin.72.fa,0.0,0.0,0.0,1502516,4673
Aluwihare_DNA8_bin.74.fa,54.41,1.02,0.0,1020462,7823
Aluwihare_DNA8_bin.75.fa,20.18,0.0,0.0,448268,2213
Aluwihare_DNA8_bin.76.fa,3.83,0.07,0.0,245726,3146
Aluwihare_DNA8_bin.77.fa,4.17,0.0,0.0,314898,1869
Aluwihare_DNA8_bin.78.fa,30.7,0.0,0.0,369116,9938
Aluwihare_DNA8_bin.79.fa,24.76,1.72,0.0,1150339,2137
Aluwihare_DNA8_bin.8.fa,7.21,0.0,0.0,270453,2108
Aluwihare_DNA8_bin.80.fa,0.0,0.0,0.0,533940,7359
Aluwihare_DNA8_bin.81.fa,36.52,0.0,0.0,946984,2282
Aluwihare_DNA8_bin.83.fa,10.34,0.0,0.0,323255,2426
Aluwihare_DNA8_bin.85.fa,5.21,0.0,0.0,491439,1917
Aluwihare_DNA8_bin.88.fa,72.28,0.0,0.0,618176,14807
Aluwihare_DNA8_bin.9.fa,33.1,0.0,0.0,949993,2486
Aluwihare_DNA8_bin.93.fa,0.0,0.0,0.0,929175,2396
Aluwihare_DNA8_bin.95.fa,29.31,0.0,0.0,828776,2285
Aluwihare_DNA8_bin.96.fa,7.21,0.0,0.0,389981,2780
Aluwihare_DNA8_bin.97.fa,52.23,0.0,0.0,1194813,6459
Aluwihare_DNA8_bin.98.fa,63.17,1.98,50.0,655794,16452
Aluwihare_DNA13_bin.10.fa,90.93,0.15,100.0,1630429,29136
Aluwihare_DNA13_bin.104.fa,0.0,0.0,0.0,372628,27718
Aluwihare_DNA13_bin.106.fa,90.74,0.62,100.0,2114978,12079
Aluwihare_DNA13_bin.109.fa,29.6,5.41,0.0,2514645,1437
Aluwihare_DNA13_bin.110.fa,0.0,0.0,0.0,200244,4257
Aluwihare_DNA13_bin.112.fa,0.0,0.0,0.0,274467,52039
Aluwihare_DNA13_bin.114.fa,4.1,0.0,0.0,1119842,1572
Aluwihare_DNA13_bin.119.fa,2.83,0.0,0.0,464190,7528
Aluwihare_DNA13_bin.12.fa,49.32,0.0,0.0,754895,16697
Aluwihare_DNA13_bin.125.fa,0.0,0.0,0.0,375872,33986
Aluwihare_DNA13_bin.127.fa,6.9,0.0,0.0,380810,4737
Aluwihare_DNA13_bin.128.fa,6.03,0.0,0.0,243397,2358
Aluwihare_DNA13_bin.131.fa,0.0,0.0,0.0,256196,6242
Aluwihare_DNA13_bin.133.fa,57.76,0.0,0.0,1052397,8355
Aluwihare_DNA13_bin.144.fa,0.0,0.0,0.0,243886,2645
Aluwihare_DNA13_bin.146.fa,74.77,6.19,30.77,1911560,3625
Aluwihare_DNA13_bin.149.fa,58.26,0.85,0.0,857162,50600
Aluwihare_DNA13_bin.150.fa,85.83,0.57,100.0,6378715,8064
Aluwihare_DNA13_bin.152.fa,76.06,1.18,100.0,5987292,35248
Aluwihare_DNA13_bin.154.fa,0.0,0.0,0.0,218939,25921
Aluwihare_DNA13_bin.159.fa,83.79,0.0,0.0,1598386,13667
Aluwihare_DNA13_bin.165.fa,2.65,0.0,0.0,466568,7271
Aluwihare_DNA13_bin.167.fa,45.57,8.62,20.0,892422,5078
Aluwihare_DNA13_bin.168.fa,8.33,0.0,0.0,309084,2008
Aluwihare_DNA13_bin.171.fa,48.59,1.72,100.0,2152222,3924
Aluwihare_DNA13_bin.173.fa,43.32,4.1,5.56,2805572,2213
Aluwihare_DNA13_bin.182.fa,0.0,0.0,0.0,295853,43692
Aluwihare_DNA13_bin.184.fa,0.0,0.0,0.0,317802,33663
Aluwihare_DNA13_bin.186.fa,97.8,0.0,0.0,3130703,51014
Aluwihare_DNA13_bin.189.fa,3.54,0.44,0.0,202801,127221
Aluwihare_DNA13_bin.190.fa,44.83,1.72,0.0,1475364,5886
Aluwihare_DNA13_bin.192.fa,19.3,1.75,100.0,220493,3346
Aluwihare_DNA13_bin.194.fa,85.65,1.03,66.67,1091743,27675
Aluwihare_DNA13_bin.199.fa,63.17,0.0,0.0,691448,56226
Aluwihare_DNA13_bin.2.fa,88.32,4.44,0.0,2992780,8287
Aluwihare_DNA13_bin.201.fa,0.0,0.0,0.0,258229,47228
Aluwihare_DNA13_bin.205.fa,84.33,1.28,0.0,1958728,19311
Aluwihare_DNA13_bin.207.fa,8.33,0.0,0.0,728266,22738
Aluwihare_DNA13_bin.208.fa,90.27,1.28,0.0,2083132,22049
Aluwihare_DNA13_bin.211.fa,0.0,0.0,0.0,545133,15576
Aluwihare_DNA13_bin.213.fa,8.18,2.36,0.0,1432276,3404
Aluwihare_DNA13_bin.217.fa,62.93,4.94,0.0,2112892,3292
Aluwihare_DNA13_bin.224.fa,0.29,0.0,0.0,302155,38872
Aluwihare_DNA13_bin.226.fa,92.45,1.28,0.0,1849638,19144
Aluwihare_DNA13_bin.230.fa,54.58,0.0,0.0,1230291,33671
Aluwihare_DNA13_bin.232.fa,0.0,0.0,0.0,359173,14504
Aluwihare_DNA13_bin.241.fa,76.77,3.22,14.29,3334868,5249
Aluwihare_DNA13_bin.245.fa,71.23,3.15,50.0,1704358,5521
Aluwihare_DNA13_bin.247.fa,61.21,1.72,0.0,1281799,9024
Aluwihare_DNA13_bin.248.fa,79.33,1.71,50.0,1554149,10592
Aluwihare_DNA13_bin.25.fa,0.0,0.0,0.0,287415,26372
Aluwihare_DNA13_bin.251.fa,0.0,0.0,0.0,328261,12818
Aluwihare_DNA13_bin.257.fa,82.76,0.0,0.0,1983165,47842
Aluwihare_DNA13_bin.264.fa,3.22,0.36,0.0,204049,7147
Aluwihare_DNA13_bin.266.fa,96.98,0.86,0.0,1666953,42837
Aluwihare_DNA13_bin.269.fa,43.1,0.0,0.0,947092,3287
Aluwihare_DNA13_bin.27.fa,3.98,0.43,0.0,232190,22755
Aluwihare_DNA13_bin.270.fa,24.14,1.72,100.0,536009,3045
Aluwihare_DNA13_bin.272.fa,2.08,0.0,0.0,303338,5409
Aluwihare_DNA13_bin.28.fa,2.04,0.0,0.0,281202,23974
Aluwihare_DNA13_bin.281.fa,90.37,2.59,12.5,1801438,7284
Aluwihare_DNA13_bin.285.fa,32.83,6.75,0.0,1940674,1393
Aluwihare_DNA13_bin.287.fa,4.17,4.17,0.0,597490,3565
Aluwihare_DNA13_bin.288.fa,74.65,1.32,88.89,1052914,9084
Aluwihare_DNA13_bin.291.fa,3.44,0.0,0.0,438807,8325
Aluwihare_DNA13_bin.293.fa,35.37,0.0,0.0,336375,2866
Aluwihare_DNA13_bin.297.fa,12.5,0.0,0.0,343843,4085
Aluwihare_DNA13_bin.301.fa,4.91,0.5,0.0,468456,17444
Aluwihare_DNA13_bin.303.fa,38.26,0.84,0.0,1125575,2350
Aluwihare_DNA13_bin.31.fa,39.35,0.0,0.0,412715,15931
Aluwihare_DNA13_bin.315.fa,0.5,0.0,0.0,245131,12142
Aluwihare_DNA13_bin.317.fa,14.77,0.05,0.0,265116,2948
Aluwihare_DNA13_bin.318.fa,57.37,2.95,50.0,2340342,3910
Aluwihare_DNA13_bin.320.fa,58.53,0.5,0.0,523474,5907
Aluwihare_DNA13_bin.322.fa,0.0,0.0,0.0,201048,4043
Aluwihare_DNA13_bin.324.fa,66.87,0.27,100.0,1795067,8571
Aluwihare_DNA13_bin.329.fa,3.51,0.5,0.0,279106,8652
Aluwihare_DNA13_bin.33.fa,17.54,1.75,0.0,1400846,2215
Aluwihare_DNA13_bin.332.fa,13.97,1.72,0.0,442862,2104
Aluwihare_DNA13_bin.334.fa,78.04,0.05,0.0,1749046,15546
Aluwihare_DNA13_bin.336.fa,0.0,0.0,0.0,223304,3971
Aluwihare_DNA13_bin.339.fa,79.48,1.72,100.0,1868590,12090
Aluwihare_DNA13_bin.341.fa,35.19,2.86,0.0,1511152,2532
Aluwihare_DNA13_bin.343.fa,87.26,0.14,100.0,1548210,4944
Aluwihare_DNA13_bin.355.fa,73.59,1.05,33.33,1102651,18475
Aluwihare_DNA13_bin.357.fa,77.59,0.0,0.0,1476123,16328
Aluwihare_DNA13_bin.358.fa,89.45,4.16,50.0,1697241,22315
Aluwihare_DNA13_bin.360.fa,78.51,2.98,25.0,1135632,9576
Aluwihare_DNA13_bin.362.fa,1.72,0.0,0.0,203237,6325
Aluwihare_DNA13_bin.364.fa,0.97,0.0,0.0,220283,23947
Aluwihare_DNA13_bin.369.fa,59.3,0.0,0.0,2174673,4317
Aluwihare_DNA13_bin.37.fa,37.07,0.0,0.0,658338,2988
Aluwihare_DNA13_bin.372.fa,0.0,0.0,0.0,238673,1908
Aluwihare_DNA13_bin.374.fa,17.86,0.0,0.0,298161,11219
Aluwihare_DNA13_bin.376.fa,63.72,4.86,86.21,3147979,3307
Aluwihare_DNA13_bin.379.fa,57.63,0.0,0.0,3128713,5032
Aluwihare_DNA13_bin.381.fa,31.9,0.0,0.0,1068735,4069
Aluwihare_DNA13_bin.383.fa,0.64,0.0,0.0,462294,2074
Aluwihare_DNA13_bin.395.fa,0.0,0.0,0.0,274810,3308
Aluwihare_DNA13_bin.397.fa,3.62,0.0,0.0,683054,1855
Aluwihare_DNA13_bin.398.fa,0.0,0.0,0.0,210133,2548
Aluwihare_DNA13_bin.4.fa,78.55,1.15,100.0,3692063,9338
Aluwihare_DNA13_bin.401.fa,21.32,3.45,0.0,1960897,2035
Aluwihare_DNA13_bin.44.fa,87.84,1.5,50.0,2804490,22875
Aluwihare_DNA13_bin.46.fa,4.17,0.0,0.0,230399,13311
Aluwihare_DNA13_bin.49.fa,82.05,1.28,0.0,1434819,12627
Aluwihare_DNA13_bin.50.fa,63.86,1.98,50.0,662270,24372
Aluwihare_DNA13_bin.52.fa,46.69,0.0,0.0,499282,16979
Aluwihare_DNA13_bin.61.fa,70.85,0.28,100.0,1103480,5791
Aluwihare_DNA13_bin.65.fa,21.32,0.0,0.0,669657,2194
Aluwihare_DNA13_bin.67.fa,24.61,0.0,0.0,682290,4898
Aluwihare_DNA13_bin.68.fa,0.0,0.0,0.0,223601,6246
Aluwihare_DNA13_bin.71.fa,97.21,0.57,0.0,2630647,11295
Aluwihare_DNA13_bin.73.fa,0.0,0.0,0.0,229193,3276
Aluwihare_DNA13_bin.84.fa,82.68,7.77,18.75,1984083,10432
Aluwihare_DNA13_bin.9.fa,0.0,0.0,0.0,286045,14958
Aluwihare_DNA13_bin.90.fa,91.13,0.0,0.0,3232672,5222
Aluwihare_DNA13_bin.92.fa,0.0,0.0,0.0,382026,31396
Aluwihare_DNA14_bin.104.fa,21.82,2.19,60.0,929282,2411
Aluwihare_DNA14_bin.106.fa,4.17,0.0,0.0,390193,6541
Aluwihare_DNA14_bin.109.fa,0.79,0.0,0.0,309603,4012
Aluwihare_DNA14_bin.110.fa,49.61,1.35,0.0,419044,2715
Aluwihare_DNA14_bin.112.fa,5.36,2.5,0.0,745727,2502
Aluwihare_DNA14_bin.123.fa,3.36,2.78,14.29,316005,8664
Aluwihare_DNA14_bin.125.fa,32.76,1.72,100.0,526168,2874
Aluwihare_DNA14_bin.127.fa,63.55,0.99,100.0,1951876,4212
Aluwihare_DNA14_bin.133.fa,63.36,1.72,50.0,917854,7425
Aluwihare_DNA14_bin.135.fa,8.33,4.17,0.0,709537,15328
Aluwihare_DNA14_bin.138.fa,64.06,2.14,0.0,1319446,4205
Aluwihare_DNA14_bin.14.fa,74.4,0.0,0.0,1151375,26488
Aluwihare_DNA14_bin.144.fa,0.0,0.0,0.0,359293,11140
Aluwihare_DNA14_bin.146.fa,91.78,0.0,0.0,1596148,27609
Aluwihare_DNA14_bin.149.fa,49.14,0.0,0.0,523273,12975
Aluwihare_DNA14_bin.150.fa,55.21,0.86,0.0,799463,3670
Aluwihare_DNA14_bin.152.fa,90.41,4.23,42.86,2106682,58828
Aluwihare_DNA14_bin.16.fa,0.0,0.0,0.0,554145,17952
Aluwihare_DNA14_bin.163.fa,98.39,1.32,25.0,2296094,31196
Aluwihare_DNA14_bin.165.fa,64.35,0.0,0.0,766604,18338
Aluwihare_DNA14_bin.167.fa,57.93,4.27,0.0,1887099,4411
Aluwihare_DNA14_bin.168.fa,21.55,0.0,0.0,237158,36416
Aluwihare_DNA14_bin.171.fa,82.33,0.18,100.0,1235391,26378
Aluwihare_DNA14_bin.173.fa,59.95,1.72,0.0,1815569,14288
Aluwihare_DNA14_bin.175.fa,5.85,0.43,0.0,380979,10832
Aluwihare_DNA14_bin.184.fa,9.33,0.0,0.0,548478,3344
Aluwihare_DNA14_bin.186.fa,29.31,0.0,0.0,528959,13547
Aluwihare_DNA14_bin.189.fa,95.83,0.23,100.0,1766160,30527
Aluwihare_DNA14_bin.19.fa,83.95,0.43,0.0,1503449,19512
Aluwihare_DNA14_bin.190.fa,0.0,0.0,0.0,393706,39823
Aluwihare_DNA14_bin.192.fa,68.74,3.36,25.0,3546675,3159
Aluwihare_DNA14_bin.2.fa,49.28,1.72,100.0,1090187,2498
Aluwihare_DNA14_bin.205.fa,4.91,0.5,0.0,429676,25742
Aluwihare_DNA14_bin.208.fa,98.2,2.14,0.0,1512432,28901
Aluwihare_DNA14_bin.21.fa,3.54,0.44,0.0,205417,120995
Aluwihare_DNA14_bin.211.fa,14.86,1.86,0.0,1104632,1816
Aluwihare_DNA14_bin.213.fa,72.41,0.0,0.0,1494312,16076
Aluwihare_DNA14_bin.220.fa,4.26,0.0,0.0,747160,3740
Aluwihare_DNA14_bin.224.fa,98.53,0.0,0.0,1984756,97967
Aluwihare_DNA14_bin.226.fa,88.46,1.28,0.0,1633059,14323
Aluwihare_DNA14_bin.229.fa,2.44,0.0,0.0,288333,6370
Aluwihare_DNA14_bin.23.fa,3.95,1.72,0.0,530106,1892
Aluwihare_DNA14_bin.230.fa,50.15,1.85,100.0,723439,32731
Aluwihare_DNA14_bin.232.fa,0.0,0.0,0.0,453291,2105
Aluwihare_DNA14_bin.236.fa,71.7,2.46,71.43,1987791,23505
Aluwihare_DNA14_bin.245.fa,1.98,0.0,0.0,449009,153868
Aluwihare_DNA14_bin.247.fa,0.0,0.0,0.0,283346,63235
Aluwihare_DNA14_bin.248.fa,47.41,1.72,0.0,1094552,4776
Aluwihare_DNA14_bin.251.fa,83.9,1.28,0.0,1973983,74441
Aluwihare_DNA14_bin.253.fa,65.91,0.0,0.0,661043,30454
Aluwihare_DNA14_bin.260.fa,0.0,0.0,0.0,593264,3613
Aluwihare_DNA14_bin.264.fa,75.78,0.0,0.0,1009176,44146
Aluwihare_DNA14_bin.269.fa,8.33,0.0,0.0,558560,16474
Aluwihare_DNA14_bin.27.fa,0.0,0.0,0.0,526147,4825
Aluwihare_DNA14_bin.270.fa,3.91,0.0,0.0,501870,21309
Aluwihare_DNA14_bin.276.fa,86.24,1.93,50.0,1396618,9627
Aluwihare_DNA14_bin.285.fa,0.0,0.0,0.0,287397,16936
